feature_column,audit_scope,source_variable,variable_group,market_region,source_timestamp_convention,decision_timestamp_convention,same_calendar_observable_before_taiwan_decision,minimum_required_lag_tw_trading_days,inferred_lag_tw_trading_days,lag_inference_source,effective_date_used,explicit_lag_violation,metadata_source_variable,metadata_lag,metadata_effective_date,metadata_source_timestamp,requires_external_lag,lag_ambiguous
NIKKEI225_momentum_10d_lag1,in_scope,Nikkei 225,Regional Asian equity markets,Japan,Japan market close; conservative audit uses latest prior observable value,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,Depends on decision timestamp,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
NIKKEI225_volatility_10d_lag1,in_scope,Nikkei 225,Regional Asian equity markets,Japan,Japan market close; conservative audit uses latest prior observable value,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,Depends on decision timestamp,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
NIKKEI225_ma_ratio_10d_lag1,in_scope,Nikkei 225,Regional Asian equity markets,Japan,Japan market close; conservative audit uses latest prior observable value,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,Depends on decision timestamp,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
NIKKEI225_return_zscore_10d_lag1,in_scope,Nikkei 225,Regional Asian equity markets,Japan,Japan market close; conservative audit uses latest prior observable value,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,Depends on decision timestamp,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
NIKKEI225_momentum_20d_lag1,in_scope,Nikkei 225,Regional Asian equity markets,Japan,Japan market close; conservative audit uses latest prior observable value,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,Depends on decision timestamp,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
NIKKEI225_volatility_20d_lag1,in_scope,Nikkei 225,Regional Asian equity markets,Japan,Japan market close; conservative audit uses latest prior observable value,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,Depends on decision timestamp,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
NIKKEI225_ma_ratio_20d_lag1,in_scope,Nikkei 225,Regional Asian equity markets,Japan,Japan market close; conservative audit uses latest prior observable value,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,Depends on decision timestamp,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
NIKKEI225_return_zscore_20d_lag1,in_scope,Nikkei 225,Regional Asian equity markets,Japan,Japan market close; conservative audit uses latest prior observable value,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,Depends on decision timestamp,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
NIKKEI225_momentum_60d_lag1,in_scope,Nikkei 225,Regional Asian equity markets,Japan,Japan market close; conservative audit uses latest prior observable value,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,Depends on decision timestamp,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
NIKKEI225_volatility_60d_lag1,in_scope,Nikkei 225,Regional Asian equity markets,Japan,Japan market close; conservative audit uses latest prior observable value,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,Depends on decision timestamp,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
NIKKEI225_ma_ratio_60d_lag1,in_scope,Nikkei 225,Regional Asian equity markets,Japan,Japan market close; conservative audit uses latest prior observable value,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,Depends on decision timestamp,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
NIKKEI225_return_zscore_60d_lag1,in_scope,Nikkei 225,Regional Asian equity markets,Japan,Japan market close; conservative audit uses latest prior observable value,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,Depends on decision timestamp,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
NIKKEI225_rsi_14d_lag1,in_scope,Nikkei 225,Regional Asian equity markets,Japan,Japan market close; conservative audit uses latest prior observable value,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,Depends on decision timestamp,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
NIKKEI225_drawdown_60d_lag1,in_scope,Nikkei 225,Regional Asian equity markets,Japan,Japan market close; conservative audit uses latest prior observable value,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,Depends on decision timestamp,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
HANGSENG_ret_lag_1d,in_scope,Hang Seng,Regional Asian equity markets,Hong Kong,Hong Kong market close; conservative audit uses latest prior observable value,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,Depends on decision timestamp,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
HANGSENG_ret_lag_2d,in_scope,Hang Seng,Regional Asian equity markets,Hong Kong,Hong Kong market close; conservative audit uses latest prior observable value,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,Depends on decision timestamp,1,2,feature_name,t-2 Taiwan trading day(s),False,,,,,True,False
HANGSENG_ret_lag_3d,in_scope,Hang Seng,Regional Asian equity markets,Hong Kong,Hong Kong market close; conservative audit uses latest prior observable value,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,Depends on decision timestamp,1,3,feature_name,t-3 Taiwan trading day(s),False,,,,,True,False
HANGSENG_ret_lag_5d,in_scope,Hang Seng,Regional Asian equity markets,Hong Kong,Hong Kong market close; conservative audit uses latest prior observable value,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,Depends on decision timestamp,1,5,feature_name,t-5 Taiwan trading day(s),False,,,,,True,False
HANGSENG_ret_lag_10d,in_scope,Hang Seng,Regional Asian equity markets,Hong Kong,Hong Kong market close; conservative audit uses latest prior observable value,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,Depends on decision timestamp,1,10,feature_name,t-10 Taiwan trading day(s),False,,,,,True,False
HANGSENG_ret_lag_20d,in_scope,Hang Seng,Regional Asian equity markets,Hong Kong,Hong Kong market close; conservative audit uses latest prior observable value,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,Depends on decision timestamp,1,20,feature_name,t-20 Taiwan trading day(s),False,,,,,True,False
HANGSENG_momentum_5d_lag1,in_scope,Hang Seng,Regional Asian equity markets,Hong Kong,Hong Kong market close; conservative audit uses latest prior observable value,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,Depends on decision timestamp,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
HANGSENG_volatility_5d_lag1,in_scope,Hang Seng,Regional Asian equity markets,Hong Kong,Hong Kong market close; conservative audit uses latest prior observable value,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,Depends on decision timestamp,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
HANGSENG_ma_ratio_5d_lag1,in_scope,Hang Seng,Regional Asian equity markets,Hong Kong,Hong Kong market close; conservative audit uses latest prior observable value,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,Depends on decision timestamp,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
HANGSENG_return_zscore_5d_lag1,in_scope,Hang Seng,Regional Asian equity markets,Hong Kong,Hong Kong market close; conservative audit uses latest prior observable value,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,Depends on decision timestamp,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
HANGSENG_momentum_10d_lag1,in_scope,Hang Seng,Regional Asian equity markets,Hong Kong,Hong Kong market close; conservative audit uses latest prior observable value,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,Depends on decision timestamp,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
HANGSENG_volatility_10d_lag1,in_scope,Hang Seng,Regional Asian equity markets,Hong Kong,Hong Kong market close; conservative audit uses latest prior observable value,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,Depends on decision timestamp,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
HANGSENG_ma_ratio_10d_lag1,in_scope,Hang Seng,Regional Asian equity markets,Hong Kong,Hong Kong market close; conservative audit uses latest prior observable value,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,Depends on decision timestamp,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
HANGSENG_return_zscore_10d_lag1,in_scope,Hang Seng,Regional Asian equity markets,Hong Kong,Hong Kong market close; conservative audit uses latest prior observable value,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,Depends on decision timestamp,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
HANGSENG_momentum_20d_lag1,in_scope,Hang Seng,Regional Asian equity markets,Hong Kong,Hong Kong market close; conservative audit uses latest prior observable value,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,Depends on decision timestamp,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
HANGSENG_volatility_20d_lag1,in_scope,Hang Seng,Regional Asian equity markets,Hong Kong,Hong Kong market close; conservative audit uses latest prior observable value,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,Depends on decision timestamp,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
HANGSENG_ma_ratio_20d_lag1,in_scope,Hang Seng,Regional Asian equity markets,Hong Kong,Hong Kong market close; conservative audit uses latest prior observable value,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,Depends on decision timestamp,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
HANGSENG_return_zscore_20d_lag1,in_scope,Hang Seng,Regional Asian equity markets,Hong Kong,Hong Kong market close; conservative audit uses latest prior observable value,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,Depends on decision timestamp,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
HANGSENG_momentum_60d_lag1,in_scope,Hang Seng,Regional Asian equity markets,Hong Kong,Hong Kong market close; conservative audit uses latest prior observable value,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,Depends on decision timestamp,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
HANGSENG_volatility_60d_lag1,in_scope,Hang Seng,Regional Asian equity markets,Hong Kong,Hong Kong market close; conservative audit uses latest prior observable value,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,Depends on decision timestamp,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
HANGSENG_ma_ratio_60d_lag1,in_scope,Hang Seng,Regional Asian equity markets,Hong Kong,Hong Kong market close; conservative audit uses latest prior observable value,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,Depends on decision timestamp,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
HANGSENG_return_zscore_60d_lag1,in_scope,Hang Seng,Regional Asian equity markets,Hong Kong,Hong Kong market close; conservative audit uses latest prior observable value,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,Depends on decision timestamp,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
HANGSENG_rsi_14d_lag1,in_scope,Hang Seng,Regional Asian equity markets,Hong Kong,Hong Kong market close; conservative audit uses latest prior observable value,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,Depends on decision timestamp,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
HANGSENG_drawdown_60d_lag1,in_scope,Hang Seng,Regional Asian equity markets,Hong Kong,Hong Kong market close; conservative audit uses latest prior observable value,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,Depends on decision timestamp,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
KOSPI_ret_lag_1d,in_scope,KOSPI,Regional Asian equity markets,Korea,Korea market close; conservative audit uses latest prior observable value,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,Depends on decision timestamp,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
KOSPI_ret_lag_2d,in_scope,KOSPI,Regional Asian equity markets,Korea,Korea market close; conservative audit uses latest prior observable value,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,Depends on decision timestamp,1,2,feature_name,t-2 Taiwan trading day(s),False,,,,,True,False
KOSPI_ret_lag_3d,in_scope,KOSPI,Regional Asian equity markets,Korea,Korea market close; conservative audit uses latest prior observable value,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,Depends on decision timestamp,1,3,feature_name,t-3 Taiwan trading day(s),False,,,,,True,False
KOSPI_ret_lag_5d,in_scope,KOSPI,Regional Asian equity markets,Korea,Korea market close; conservative audit uses latest prior observable value,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,Depends on decision timestamp,1,5,feature_name,t-5 Taiwan trading day(s),False,,,,,True,False
KOSPI_ret_lag_10d,in_scope,KOSPI,Regional Asian equity markets,Korea,Korea market close; conservative audit uses latest prior observable value,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,Depends on decision timestamp,1,10,feature_name,t-10 Taiwan trading day(s),False,,,,,True,False
KOSPI_ret_lag_20d,in_scope,KOSPI,Regional Asian equity markets,Korea,Korea market close; conservative audit uses latest prior observable value,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,Depends on decision timestamp,1,20,feature_name,t-20 Taiwan trading day(s),False,,,,,True,False
KOSPI_momentum_5d_lag1,in_scope,KOSPI,Regional Asian equity markets,Korea,Korea market close; conservative audit uses latest prior observable value,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,Depends on decision timestamp,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
KOSPI_volatility_5d_lag1,in_scope,KOSPI,Regional Asian equity markets,Korea,Korea market close; conservative audit uses latest prior observable value,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,Depends on decision timestamp,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
KOSPI_ma_ratio_5d_lag1,in_scope,KOSPI,Regional Asian equity markets,Korea,Korea market close; conservative audit uses latest prior observable value,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,Depends on decision timestamp,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
KOSPI_return_zscore_5d_lag1,in_scope,KOSPI,Regional Asian equity markets,Korea,Korea market close; conservative audit uses latest prior observable value,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,Depends on decision timestamp,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
KOSPI_momentum_10d_lag1,in_scope,KOSPI,Regional Asian equity markets,Korea,Korea market close; conservative audit uses latest prior observable value,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,Depends on decision timestamp,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
KOSPI_volatility_10d_lag1,in_scope,KOSPI,Regional Asian equity markets,Korea,Korea market close; conservative audit uses latest prior observable value,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,Depends on decision timestamp,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
KOSPI_ma_ratio_10d_lag1,in_scope,KOSPI,Regional Asian equity markets,Korea,Korea market close; conservative audit uses latest prior observable value,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,Depends on decision timestamp,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
KOSPI_return_zscore_10d_lag1,in_scope,KOSPI,Regional Asian equity markets,Korea,Korea market close; conservative audit uses latest prior observable value,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,Depends on decision timestamp,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
KOSPI_momentum_20d_lag1,in_scope,KOSPI,Regional Asian equity markets,Korea,Korea market close; conservative audit uses latest prior observable value,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,Depends on decision timestamp,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
KOSPI_volatility_20d_lag1,in_scope,KOSPI,Regional Asian equity markets,Korea,Korea market close; conservative audit uses latest prior observable value,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,Depends on decision timestamp,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
KOSPI_ma_ratio_20d_lag1,in_scope,KOSPI,Regional Asian equity markets,Korea,Korea market close; conservative audit uses latest prior observable value,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,Depends on decision timestamp,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
KOSPI_return_zscore_20d_lag1,in_scope,KOSPI,Regional Asian equity markets,Korea,Korea market close; conservative audit uses latest prior observable value,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,Depends on decision timestamp,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
KOSPI_momentum_60d_lag1,in_scope,KOSPI,Regional Asian equity markets,Korea,Korea market close; conservative audit uses latest prior observable value,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,Depends on decision timestamp,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
KOSPI_volatility_60d_lag1,in_scope,KOSPI,Regional Asian equity markets,Korea,Korea market close; conservative audit uses latest prior observable value,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,Depends on decision timestamp,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
KOSPI_ma_ratio_60d_lag1,in_scope,KOSPI,Regional Asian equity markets,Korea,Korea market close; conservative audit uses latest prior observable value,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,Depends on decision timestamp,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
KOSPI_return_zscore_60d_lag1,in_scope,KOSPI,Regional Asian equity markets,Korea,Korea market close; conservative audit uses latest prior observable value,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,Depends on decision timestamp,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
KOSPI_rsi_14d_lag1,in_scope,KOSPI,Regional Asian equity markets,Korea,Korea market close; conservative audit uses latest prior observable value,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,Depends on decision timestamp,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
KOSPI_drawdown_60d_lag1,in_scope,KOSPI,Regional Asian equity markets,Korea,Korea market close; conservative audit uses latest prior observable value,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,Depends on decision timestamp,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
US10Y_ret_lag_1d,in_scope,U.S. 10-year Treasury yield,U.S. interest-rate proxy,United States,U.S. rate observation on calendar date t; not assumed observable before Taiwan date-t decision,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
US10Y_ret_lag_2d,in_scope,U.S. 10-year Treasury yield,U.S. interest-rate proxy,United States,U.S. rate observation on calendar date t; not assumed observable before Taiwan date-t decision,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,2,feature_name,t-2 Taiwan trading day(s),False,,,,,True,False
US10Y_ret_lag_3d,in_scope,U.S. 10-year Treasury yield,U.S. interest-rate proxy,United States,U.S. rate observation on calendar date t; not assumed observable before Taiwan date-t decision,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,3,feature_name,t-3 Taiwan trading day(s),False,,,,,True,False
US10Y_ret_lag_5d,in_scope,U.S. 10-year Treasury yield,U.S. interest-rate proxy,United States,U.S. rate observation on calendar date t; not assumed observable before Taiwan date-t decision,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,5,feature_name,t-5 Taiwan trading day(s),False,,,,,True,False
US10Y_ret_lag_10d,in_scope,U.S. 10-year Treasury yield,U.S. interest-rate proxy,United States,U.S. rate observation on calendar date t; not assumed observable before Taiwan date-t decision,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,10,feature_name,t-10 Taiwan trading day(s),False,,,,,True,False
US10Y_ret_lag_20d,in_scope,U.S. 10-year Treasury yield,U.S. interest-rate proxy,United States,U.S. rate observation on calendar date t; not assumed observable before Taiwan date-t decision,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,20,feature_name,t-20 Taiwan trading day(s),False,,,,,True,False
US10Y_momentum_5d_lag1,in_scope,U.S. 10-year Treasury yield,U.S. interest-rate proxy,United States,U.S. rate observation on calendar date t; not assumed observable before Taiwan date-t decision,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
US10Y_volatility_5d_lag1,in_scope,U.S. 10-year Treasury yield,U.S. interest-rate proxy,United States,U.S. rate observation on calendar date t; not assumed observable before Taiwan date-t decision,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
US10Y_ma_ratio_5d_lag1,in_scope,U.S. 10-year Treasury yield,U.S. interest-rate proxy,United States,U.S. rate observation on calendar date t; not assumed observable before Taiwan date-t decision,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
US10Y_return_zscore_5d_lag1,in_scope,U.S. 10-year Treasury yield,U.S. interest-rate proxy,United States,U.S. rate observation on calendar date t; not assumed observable before Taiwan date-t decision,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
US10Y_momentum_10d_lag1,in_scope,U.S. 10-year Treasury yield,U.S. interest-rate proxy,United States,U.S. rate observation on calendar date t; not assumed observable before Taiwan date-t decision,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
US10Y_volatility_10d_lag1,in_scope,U.S. 10-year Treasury yield,U.S. interest-rate proxy,United States,U.S. rate observation on calendar date t; not assumed observable before Taiwan date-t decision,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
US10Y_ma_ratio_10d_lag1,in_scope,U.S. 10-year Treasury yield,U.S. interest-rate proxy,United States,U.S. rate observation on calendar date t; not assumed observable before Taiwan date-t decision,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
US10Y_return_zscore_10d_lag1,in_scope,U.S. 10-year Treasury yield,U.S. interest-rate proxy,United States,U.S. rate observation on calendar date t; not assumed observable before Taiwan date-t decision,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
US10Y_momentum_20d_lag1,in_scope,U.S. 10-year Treasury yield,U.S. interest-rate proxy,United States,U.S. rate observation on calendar date t; not assumed observable before Taiwan date-t decision,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
US10Y_volatility_20d_lag1,in_scope,U.S. 10-year Treasury yield,U.S. interest-rate proxy,United States,U.S. rate observation on calendar date t; not assumed observable before Taiwan date-t decision,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
US10Y_ma_ratio_20d_lag1,in_scope,U.S. 10-year Treasury yield,U.S. interest-rate proxy,United States,U.S. rate observation on calendar date t; not assumed observable before Taiwan date-t decision,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
US10Y_return_zscore_20d_lag1,in_scope,U.S. 10-year Treasury yield,U.S. interest-rate proxy,United States,U.S. rate observation on calendar date t; not assumed observable before Taiwan date-t decision,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
US10Y_momentum_60d_lag1,in_scope,U.S. 10-year Treasury yield,U.S. interest-rate proxy,United States,U.S. rate observation on calendar date t; not assumed observable before Taiwan date-t decision,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
